Sample_ID,Preprocessing_Time_ms,Inference_Time_ms,Postprocessing_Time_ms,Total_Time_ms
631,0.0010,4.5061,0.0000,4.5061
632,0.0010,4.9994,0.0000,4.9994
633,0.0010,6.0179,0.0000,6.0179
634,0.0010,5.5068,0.0000,5.5068
635,0.0010,4.0076,0.0000,4.0076
636,0.0010,5.5051,0.0000,5.5051
637,0.0010,9.6354,0.0000,9.6354
638,0.0010,5.0032,0.0000,5.0032
639,0.0010,4.9999,0.0000,4.9999
640,0.0010,5.0197,0.0000,5.0197
641,0.0010,4.0064,0.0000,4.0064
642,0.0010,4.5125,0.0000,4.5125
643,0.0010,5.1160,0.0000,5.1160
644,0.0010,4.9727,0.0000,4.9727
645,0.0010,7.5207,0.0000,8.5201
646,0.0010,3.9985,0.0000,3.9985
647,0.0010,4.9992,0.0000,4.9992
648,0.0010,4.2071,0.0000,4.2071
649,0.0010,4.5080,0.0000,4.5080
650,0.0010,4.9999,0.0000,4.9999
651,0.0010,5.1041,0.0000,5.1041
652,0.0010,4.0069,0.0000,4.0069
653,0.0010,5.0356,0.0000,5.0356
654,1.0004,7.0651,0.0000,8.0655
655,0.0010,3.9992,0.0000,3.9992
656,0.0010,4.5142,0.0000,4.5142
657,0.0010,3.9990,0.0000,3.9990
658,0.0010,5.0070,0.0000,5.0070
659,0.0010,3.5014,0.0000,3.5014
660,0.0010,5.0068,0.0000,5.0068
661,0.0010,4.5066,0.0000,4.5066
662,0.0010,7.9999,0.0000,7.9999
663,0.9944,6.5060,0.0000,7.5004
664,0.0010,5.5122,0.0000,5.5122
665,0.0010,5.0001,0.0000,5.0001
666,0.0010,3.9995,0.0000,3.9995
667,0.0010,5.8472,0.0000,5.8472
668,0.0010,4.0066,0.0000,4.0066
669,0.0010,4.5085,0.0000,4.5085
670,0.0010,9.5088,0.0000,9.5088
671,0.0010,4.0061,0.0000,4.0061
672,0.0010,5.5101,0.0000,5.5101
673,0.0010,5.5072,0.0000,5.5072
674,0.0010,5.7845,0.0000,5.7845
675,0.0010,4.0028,0.0000,4.0028
676,0.0010,5.0001,0.0000,5.0001
677,1.0991,3.9992,0.0000,5.0983
678,0.0010,4.5044,0.0000,4.5044
679,0.0010,9.0623,0.0000,9.0623
680,0.0010,5.0004,0.0000,5.0004
681,0.0010,5.0244,0.0000,5.0244
682,0.0010,4.9989,0.0000,4.9989
683,0.0010,5.0294,0.0000,5.0294
684,0.0010,5.2195,0.0000,5.2195
685,0.0010,3.9999,0.0000,3.9999
686,0.0010,5.0652,0.0000,5.0652
687,0.0010,4.9996,0.0000,4.9996
688,0.0010,4.0386,0.0000,4.0386
689,0.0010,5.0001,0.0000,5.0001
690,0.0010,4.9186,0.0000,4.9186
691,0.0010,4.5021,0.0000,4.5021
692,0.0010,5.0042,0.0000,5.0042
693,1.0018,5.0342,0.0000,6.0360
694,0.0010,4.9992,0.0000,4.9992
695,0.0010,4.8006,0.0000,4.8006
696,0.0010,4.0002,0.0000,4.0002
697,0.0010,9.0134,0.0000,9.0134
698,0.0010,5.2326,0.0000,5.2326
699,0.0010,4.5085,0.0000,4.5085
700,0.0010,3.9988,0.0000,3.9988
701,0.0010,4.5109,0.0000,4.5109
702,0.0010,5.0001,0.0000,5.0001
703,0.0010,4.0267,0.0000,4.0267
704,0.0010,5.0004,0.0000,5.0004
705,0.0010,5.5068,0.0000,5.5068
706,0.0010,4.0078,0.0000,4.0078
707,0.0010,5.0061,0.0000,5.0061
708,0.0010,5.6665,0.0000,5.6665
709,0.0010,5.0011,0.0000,5.0011
710,0.0010,5.5351,0.0000,5.5351
711,1.0021,4.9980,0.0000,6.0000
712,1.0009,4.0317,0.0000,5.0325
713,0.0010,5.0013,0.0000,5.0013
714,0.0010,5.0006,0.0000,5.0006
715,0.0010,4.9996,0.0000,4.9996
716,0.0010,5.0137,0.0000,5.0137
717,0.0010,4.0028,0.0000,4.0028
718,0.0010,4.5061,0.0000,4.5061
719,0.0010,4.9999,0.0000,4.9999
720,0.0010,4.5140,0.0000,4.5140
721,0.0010,3.9997,0.0000,3.9997
722,0.0010,4.0073,0.0000,4.0073
723,0.0010,6.2037,0.0000,6.2037
724,0.0010,4.9999,0.0000,4.9999
725,0.0010,5.5363,0.0000,5.5363
726,0.0010,4.9996,0.0000,4.9996
727,0.0010,5.0795,0.0000,5.0795
728,0.0010,4.0076,0.0000,4.0076
729,0.0010,3.9997,0.0000,3.9997
730,0.0010,4.5042,0.0000,4.5042
731,0.0010,4.6625,0.0000,4.6625
732,0.0010,4.0293,0.0000,4.0293
733,0.0010,3.9997,0.0000,3.9997
734,0.0010,4.5130,0.0000,4.5130
735,0.0010,5.9993,0.0000,5.9993
736,0.0010,3.9990,0.0000,4.9994
737,1.0004,4.0357,0.0000,5.0361
738,0.0010,3.9995,0.0000,3.9995
739,0.0010,4.0159,0.0000,4.0159
740,0.0010,4.0071,0.0000,4.0071
741,0.0010,4.0271,0.0000,4.0271
742,0.0010,5.0075,0.0000,5.0075
743,0.0010,6.5236,0.0000,6.5236
744,0.0010,5.0263,0.0000,5.0263
745,0.9997,3.9990,0.0000,4.9987
746,0.0010,5.0292,0.0000,5.0292
747,0.0010,7.8802,0.0000,7.8802
748,0.0010,8.5731,0.0000,8.5731
749,0.0010,4.9994,0.0000,4.9994
750,0.0010,4.5047,0.0000,4.5047
751,0.0010,3.9988,0.0000,3.9988
752,0.0010,6.0129,0.0000,6.0129
753,0.0010,4.9994,0.0000,4.9994
754,1.2534,6.0027,0.0000,7.2560
755,0.0010,4.0226,0.0000,4.0226
756,0.0010,4.9996,0.0000,4.9996
757,0.0010,4.2100,0.0000,4.2100
758,0.0010,9.0163,0.0000,9.0163
759,0.0010,3.9988,0.0000,3.9988
760,0.0010,4.0064,0.0000,4.0064
761,0.0010,4.5083,0.0000,4.5083
762,1.0028,4.9996,0.0000,6.0024
763,0.0010,5.0292,0.0000,5.0292
764,0.0010,4.9994,0.0000,4.9994
765,0.0010,4.5035,0.0000,4.5035
766,0.0010,3.9995,0.0000,3.9995
767,1.5023,4.1113,0.0000,5.6136
768,0.0010,4.9996,0.0000,4.9996
769,0.0010,3.9990,0.0000,3.9990
770,0.0010,4.0004,0.0000,4.0004
771,0.0010,4.9994,0.0000,4.9994
772,0.0010,4.0319,0.0000,4.0319
773,0.0010,6.0260,0.0000,6.0260
774,0.0010,5.0371,0.0000,5.0371
775,0.9999,5.0769,0.0000,6.0768
776,1.3719,4.0035,0.0000,5.3754
777,0.0010,5.5096,0.0000,5.5096
778,0.0010,5.3008,0.0000,5.3008
779,0.0010,5.5077,0.0000,5.5077
780,1.0002,7.5111,0.0000,8.5113
781,0.0010,4.0064,0.0000,4.0064
782,0.0010,10.0188,0.0000,10.0188
783,0.0010,5.0070,0.0000,5.0070
784,1.0009,4.5035,0.0000,5.5044
785,0.9999,3.9988,0.0000,4.9987
786,0.0010,5.0247,0.0000,5.0247
787,0.0010,5.5070,0.0000,5.5070
788,1.2851,4.1292,0.0000,5.4142
789,0.0010,6.0353,0.0000,6.0353
790,1.2593,4.5087,0.0000,5.7681
791,0.0010,5.0025,0.0000,5.0025
792,0.0010,5.5060,0.0000,5.5060
793,1.0006,4.9994,0.0000,6.0000
794,0.0010,5.5137,0.0000,5.5137
795,0.0010,4.5033,0.0000,4.5033
796,0.0010,4.9999,0.0000,4.9999
797,0.0010,5.0244,0.0000,5.0244
798,0.0010,5.0745,0.0000,5.0745
799,0.0010,5.0130,0.0000,5.0130
800,0.0010,4.9994,0.0000,4.9994
801,0.0010,5.5141,0.0000,5.5141
802,1.0016,4.4997,0.0000,5.5013
803,0.0010,8.9989,0.0000,8.9989
804,0.9995,4.9999,0.0000,5.9993
805,0.0010,4.5118,0.0000,4.5118
806,0.0010,4.0066,0.0000,4.0066
807,0.0010,5.0564,0.0000,5.0564
808,0.0010,3.9997,0.0000,3.9997
809,0.0010,5.2311,0.0000,5.2311
810,0.0010,5.5037,0.0000,5.5037
811,0.0010,4.0064,0.0000,4.0064
812,0.0010,7.5800,0.0000,7.5800
813,1.0009,7.5045,0.0000,8.5053
814,0.0010,10.0112,0.0000,10.0112
815,0.0010,5.5053,0.0000,5.5053
816,0.0010,5.0085,0.0000,5.0085
817,1.0016,4.5066,0.0000,5.5082
818,0.0010,5.0027,0.0000,5.0027
819,0.0010,4.0359,0.0000,4.0359
820,0.0010,5.0030,0.0000,5.0030
821,0.0010,7.0655,0.0000,7.0655
822,0.0010,4.6608,0.0000,4.6608
823,0.0010,5.0001,0.0000,5.0001
824,0.0010,5.3170,0.0000,5.3170
825,0.0010,5.5089,0.0000,5.5089
826,0.0010,5.2304,0.0000,5.2304
827,0.0010,4.5123,0.0000,4.5123
828,0.0010,4.0069,0.0000,4.0069
829,0.0010,5.0535,0.0000,5.0535
830,0.0010,3.9995,0.0000,3.9995
831,0.0010,4.5311,0.0000,4.5311
832,0.0010,6.5084,0.0000,6.5084
833,0.0010,9.5038,0.0000,9.5038
834,0.0010,4.9992,0.0000,4.9992
835,0.0010,5.5132,0.0000,5.5132
836,0.0010,4.8122,0.0000,4.8122
837,0.0010,3.9995,0.0000,3.9995
838,0.0010,5.0249,0.0000,5.0249
839,0.9997,3.9999,0.0000,4.9996
840,0.0010,5.1041,0.0000,5.1041
841,0.0010,4.0061,0.0000,4.0061
842,0.0010,5.0523,0.0000,5.0523
843,0.9990,4.9994,0.0000,5.9984
844,0.0010,6.0070,0.0000,6.0070
845,0.0010,4.0684,0.0000,4.0684
846,0.0010,5.0001,0.0000,5.0001
847,1.0002,9.8314,0.0000,10.8316
848,0.0010,4.0312,0.0000,4.0312
849,0.0010,4.9980,0.0000,4.9980
850,0.0010,5.0066,0.0000,5.0066
851,0.0010,4.5142,0.0000,4.5142
852,0.0010,7.5021,0.0000,7.5021
853,0.0010,4.9992,0.0000,4.9992
854,0.0010,5.0104,0.0000,5.0104
855,0.0010,5.0123,0.0000,5.0123
856,0.0010,5.3575,0.0000,5.3575
857,0.0010,4.0066,0.0000,4.0066
858,0.0010,5.0089,0.0000,5.0089
859,0.0010,4.5218,0.0000,4.5218
860,0.0010,4.9999,0.0000,4.9999
861,1.0006,5.5070,0.0000,6.5076
862,0.0010,3.9995,0.0000,3.9995
863,0.0010,5.0027,0.0000,5.0027
864,0.0010,4.5087,0.0000,4.5087
865,0.0010,5.0042,0.0000,5.0042
866,0.0010,4.5073,0.0000,4.5073
867,0.9992,3.9988,0.0000,4.9980
868,0.0010,4.5056,0.0000,4.5056
869,0.0010,4.9999,0.0000,4.9999
870,0.9997,4.0686,0.0000,5.0683
871,0.0010,8.5351,0.0000,8.5351
872,0.0010,6.1116,0.0000,6.1116
873,0.0010,5.0001,0.0000,5.0001
874,0.0010,5.5149,0.0000,5.5149
875,1.0004,4.5011,0.0000,5.5015
876,0.0010,5.0035,0.0000,5.0035
877,0.0010,4.2353,0.0000,4.2353
878,0.0010,5.0013,0.0000,5.0013
879,0.0010,5.5029,0.0000,5.5029
880,0.0010,9.5503,0.0000,9.5503
881,0.0010,5.0068,0.0000,5.0068
882,0.0010,5.0635,0.0000,5.0635
883,0.9999,3.9997,0.0000,4.9996
884,0.0010,5.0008,0.0000,5.0008
885,0.0010,4.5090,0.0000,4.5090
886,0.0010,4.9999,0.0000,4.9999
887,0.0010,5.0149,0.0000,5.0149
888,0.0010,6.5012,0.0000,6.5012
889,0.0010,5.1055,0.0000,5.1055
890,0.0010,4.5047,0.0000,4.5047
891,0.0010,4.9996,0.0000,4.9996
892,0.0010,5.0619,0.0000,5.0619
893,0.0010,4.0040,0.0000,4.0040
894,0.0010,5.7902,0.0000,5.7902
895,0.9983,5.5146,0.0000,6.5129
896,0.0010,5.8138,0.0000,5.8138
897,1.5094,9.5079,0.0000,11.0173
898,0.0010,5.0061,0.0000,5.0061
899,0.0010,5.0576,0.0000,5.0576
900,0.0010,3.9985,0.0000,3.9985
901,0.0010,5.5041,0.0000,5.5041
902,1.0002,4.5018,0.0000,5.5020
903,0.0010,4.5063,0.0000,4.5063
904,1.0045,4.4982,0.0000,5.5027
905,0.0010,5.0018,0.0000,5.0018
906,0.0010,4.5145,0.0000,4.5145
907,0.0010,4.9999,0.0000,4.9999
908,1.0018,4.5121,0.0000,5.5139
909,1.0004,3.9983,0.0000,4.9987
910,0.0010,4.5049,0.0000,4.5049
911,0.0010,4.9999,0.0000,4.9999
912,0.0010,4.5047,0.0000,4.5047
913,0.0010,4.5035,0.0000,4.5035
914,0.9992,4.5047,0.0000,5.5039
915,0.0010,5.0001,0.0000,5.0001
916,0.0010,5.5051,0.0000,5.5051
917,0.0010,5.0001,0.0000,5.0001
918,1.0555,4.0028,0.0000,5.0583
919,0.0010,5.0342,0.0000,5.0342
920,1.0002,9.4087,0.0000,10.4089
921,0.0010,10.5014,0.0000,10.5014
922,0.0010,5.4979,0.0000,5.4979
923,1.0002,7.5021,0.0000,8.5022
924,0.0010,5.9996,0.0000,5.9996
925,0.0010,4.5097,0.0000,4.5097
926,0.0010,8.5092,0.0000,8.5092
927,0.0010,4.5052,0.0000,4.5052
928,0.0010,5.0030,0.0000,5.0030
929,0.0010,5.3127,0.0000,5.3127
930,0.0010,5.9958,0.0000,5.9958
931,0.0010,4.9992,0.0000,4.9992
932,0.0010,4.0095,0.0000,4.0095
933,0.0010,4.9999,0.0000,4.9999
934,0.0010,10.5062,0.0000,10.5062
935,0.0010,4.5097,0.0000,4.5097
936,0.0010,4.5104,0.0000,4.5104
937,0.0010,3.9997,0.0000,3.9997
938,0.0010,5.1525,0.0000,5.1525
939,0.0010,3.9999,0.0000,3.9999
940,0.0010,4.5042,0.0000,4.5042
941,0.0010,5.0001,0.0000,5.0001
942,0.0010,4.0505,0.0000,4.0505
943,0.0010,10.5259,0.0000,10.5259
944,0.0010,4.5106,0.0000,4.5106
945,0.0010,4.9996,0.0000,4.9996
946,0.0010,5.5051,0.0000,5.5051
947,0.0010,3.9999,0.0000,3.9999
948,0.0010,4.5066,0.0000,4.5066
949,0.0010,3.9999,0.0000,3.9999
950,1.5020,4.0023,0.0000,5.5044
951,0.0010,4.0071,0.0000,4.0071
952,0.0010,5.2752,0.0000,5.2752
953,0.0010,4.0064,0.0000,4.0064
954,0.0010,5.0552,0.0000,5.0552
955,0.0010,5.4908,0.0000,5.4908
956,0.0010,5.0001,0.0000,5.0001
957,1.0991,9.5062,0.0000,10.6053
958,0.0010,5.0001,0.0000,5.0001
959,1.0002,6.8929,0.0000,7.8931
960,1.0002,4.5021,0.0000,5.5022
961,0.0010,3.9997,0.0000,3.9997
962,0.0010,5.0719,0.0000,5.0719
963,0.0010,5.0063,0.0000,5.0063
964,0.0010,5.3725,0.0000,5.3725
965,0.0010,6.0062,0.0000,6.0062
966,1.0023,4.9999,0.0000,6.0022
967,1.0002,4.5033,0.0000,5.5034
968,0.0010,6.0067,0.0000,6.0067
969,0.0010,8.0061,0.0000,8.0061
970,0.0010,5.4791,0.0000,5.4791
971,0.0010,5.4708,0.0000,5.4708
972,0.0010,3.9995,0.0000,3.9995
973,0.0010,6.4018,0.0000,6.4018
974,0.0010,4.9982,0.0000,4.9982
975,0.0010,10.0343,0.0000,10.0343
976,0.0010,3.9995,0.0000,3.9995
977,0.0010,5.5041,0.0000,5.5041
978,0.0010,5.0001,0.0000,5.0001
979,0.0010,4.5195,0.0000,4.5195
980,0.0010,4.9999,0.0000,4.9999
981,0.0010,4.5092,0.0000,4.5092
982,0.0010,5.0001,0.0000,5.0001
983,0.0010,5.2111,0.0000,5.2111
984,0.0010,4.5025,0.0000,4.5025
985,0.0010,5.0066,0.0000,5.0066
986,0.0010,4.5044,0.0000,4.5044
987,0.0010,3.9997,0.0000,3.9997
988,0.0010,7.5049,0.0000,7.5049
989,0.0010,4.5049,0.0000,4.5049
990,0.0010,5.0774,0.0000,5.0774
991,0.0010,4.0698,0.0000,4.0698
992,0.0010,4.5013,0.0000,4.5013
993,0.0010,6.5072,0.0000,6.5072
994,0.0010,6.0756,0.0000,6.0756
995,0.9995,3.9985,0.0000,4.9980
996,0.0010,5.5206,0.0000,5.5206
997,0.0010,7.5090,0.0000,7.5090
998,0.0010,4.0081,0.0000,4.0081
999,0.0010,4.5099,0.0000,4.5099
